Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
study,Study,"3Dchromatin, ABC-DS, Abeta_microglia, ACOM, ACT, AD_ADRD_Exposome, AD-BXD, ADAMTS7, ADAtlas_Archive, ADMC_ADNI_BakerLipidomics, ADMC_ADNI_Biocrates_MxP_Q500, ADMC_ADNI_NightingaleNMR, ADMC_ADNI_UHawaiiGutMetabolites, ADMC_ADNI1, ADMC_ADNI2-GO, ADMC_UPenn, Aging-PheWAS, AGMP_ANIMAL_MODELS, AGMP_TULSA_1000_LIBR, AMP-AD_DiverseCohorts, APOE-TR, APOE4_Myelination, APOEPSC, Ast10_Communication, Banner, BCM-DMAS, BipSeq, BLSA, BPSD_AD_AnimalStudy_NU, BrainGVEX, BroadAstrom109, BroadiPSC, BroadMDMi, CD74-IHC, CHDWB, CMC, CMC_HBCC, CMC-PEC, CNON, CUIMC2_Mult, CUMC_Compounds_Microglia, DAM Models_CU, DiCAD, diseasePseudotime, DivCo_HS, DukeAD_PTSD, ELPSCRNA, Emory_ADRC, Emory_Levey_300_CSF_FNIH, EmoryDrosophilaTau, EpiGABA, EpiMap, eQTLmetaAnalysis, FreshMicro, HBI_scRNAseq, HBTRC, HDAC1-cKOBrain, HumanFC, IL10_APPmouse, iNiAstshRNA, IntegrativePathwayAnalysis, iPSC, iPSC-HiC, iPSCAstrocytes, iPSCMicroglia, ISB_Taner_CollagenDomain, ISB_Taner_Cxcl10, ISB_Taner_PTN_MDK, ISB_Taner_sIL10r_sIL4r, ISB_Taner_TGFbeta, Jax.IU.Pitt_APOE4.Trem2.R47H, Jax.IU.Pitt_APP.PS1, Jax.IU.Pitt_Levetiracetam-5XFAD, Jax.IU.Pitt_LOAD2.PrimaryScreen, Jax.IU.Pitt_MicrobiomePilot, Jax.IU.Pitt_PrimaryScreen, Jax.IU.Pitt_StrainValidation, Jax.IU.Pitt_Verubecestat_5XFAD, Jax.IU.Pitt.Proteomics_Metabolomics_Pilot, LBP, LillyMicroglia, LLFS, lncRNA Pilot, MARS WISCONSIN, MayoeGWAS, MayoHippocampus, MayoLOADGWAS, MayoPilotRNAseq, MayoRNAseq, mCITE-Seq, MC_snRNA, MC-BrAD, MC-CAA, MCMPS, MEF2_Resilience, MindPhenomeKB, miR155, MIT_ROSMAP_Multiomics, MOA-PAD, MODEL-AD_5XFAD, MODEL-AD_Abca7_APOE4_Trem2, MODEL-AD_APOE4_KI, MODEL-AD_APOE4_Trem2, MODEL-AD_Ceacam_KO_APOE4_Trem2, MODEL-AD_hAbeta_KI, MODEL-AD_Harmonization, MODEL-AD_hCR1_KI_on_APOE4_Trem2, MODEL-AD_hTau_Trem2, MODEL-AD_Il1rapKO_APOE4_Trem2_exon2KO, MODEL-AD_Mthfr_APOE4_Trem2, MODEL-AD_Rat_F344, MODEL-AD_Trem2_R47H, MouseHAL, MRGWAS, MSBB, MSBB_ArrayTissuePanel, MSDM, MSMM, MSSMiPSC, mtDNA_AD, NAPS, NHP-Chimpanzee, NHP-Macaque, NPS-AD, OFMM, omicsADDS, Organoid_scRNAseq, Plxnb1_KO, RADEL, RNAseq_Harmonization, rnaSeqReprocessing, rnaSeqSampleSwap, ROSMAP, ROSMAP_bsSeq, ROSMAP_CellTypeSpecificHA, ROSMAP_CognitiveResilience, ROSMAP_Lipidomics_Emory, ROSMAP_MammillaryBody, ROSMAP_nucleus_hashing, ROSMAP-IA, ROSMAP-IN, RR_APOE4, scRNAseq_microglia_wild_ADmice, SEA-AD, SMIB-AD, snRNAseqAD_TREM2, StJude_BannerSun, SUNYStrokeModel, SuperAgerEpiMap, SV_xQTL, SWS, SY5Y_Emory, SY5Y_REST, T Cell_AD, TASTPM, TAUAPPms, TauD35, Trisomy21iN, TS-RNAseq, TWAS, TyrobpKO, TyrobpKO_AppPs1, U1-70_PrimaryCellCulture, UAB_ADRC, UCI_3xTg-AD, UCI_ABCA7, UCI_Apoe-Ch, UCI_BIN1, UCI_CCLines, UCI_Microbiome, UCI_Multiomics, UCI_PrimaryScreen, UCI_StrainValidation, UCI_Trem2_Cuprizone, UCI_Trem2-R47H_NSS, UCLA-ASD, UCSF_MAC, UFLOR_ABI3_GNGT2, UPenn, VirusResilience_Banner, VirusResilience_iPSC, VirusResilience_LCL, VirusResilience_Mayo.MSBB.ROSMAP, VirusResilience_Organoids, VMC, WallOfTargets, WGBS Pilot, WGS_Harmonization, WHICAP_Immunoprofiling, Yale-ASD",,,True,ManifestColumn,,sage.annotations-neuro.study-0.0.57,,string,ADKP
targetCellTypeEnrichment,Refers to the process of increasing the proportion of target cell types in a sample. (nuclei-specific),"vein endothelial cell, Other",,,False,ManifestColumn,,https://cytometry.mlsascp.com/cell-enrichment.html,,string,sequencing
TDP43,TDP Whole Brain (dichotomous). Calculated using the categories in TDP_3 - if any of the amygdala hippocampus entorhinal or neocortex are positive it is yes. If assessed and negative for the above it is no,"No, Yes, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.TDP43-0.0.2,,string,clinical
TDP_3,TDP-3 Component,"No TDP_3, Amygdala, Hippocampus or Etorhinal, Neocortex, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.TDP_3-0.0.2,string,,clinical
TDP_5,TDP Stage; Assumes that TDP progresses from brainstem>amygdala>hippocampus>inferior temporal cortex>neocortex,"No TDP_5, Brainstem/Spinal Cord, Amygdala, Hippocampus, Entorhinal, Neocortex, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.TDP_5-0.0.2,string,,clinical
temperature,Temperature in Celsius (C) relevant to specimen or experimental condition,,,,False,ManifestColumn,,sage.annotations-experimentalData.temperature-0.0.2,,number,drosophila
terminalDifferentiationPoint,The terminal differentiation point (TD) of a cell in days.,,,,False,ManifestColumn,,sage.annotations-experimentalData.terminalDifferentiationPoint-0.0.2,,string,biospecimen
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,"amygdala, amygdaloid complex, anterior cingulate cortex, angular gyrus, blood, bone marrow, Buccal Mucosa, Buffy Coat, caudate nucleus, cecum derived fecal material, cerebellar cortex, cerebellum, cerebral cortex, cortical plate, dorsal anterior cingulate cortex, dorsal pallium, Dorsal Root Ganglion, dorsolateral prefrontal cortex, dorsomedial prefrontal cortex, embryonic tissue, entorhinal cortex, fecal material, forebrain, frontal cortex, frontal lobe, frontal pole, fusiform gyrus, hippocampus, head of caudate nucleus, inferior frontal gyrus, inferior temporal cortex, inferior temporal gyrus, inferolateral temporal cortex, insula, insular cortex, lateral entorhinal cortex, left cerebral hemisphere, liver, mammillary body, medial dorsal nucleus of thalamus, medial entorhinal cortex, medial frontal cortex, medial ganglionic eminence, medial orbital frontal cortex, medial prefrontal cortex, meninges, midbrain, middle frontal gyrus, middle temporal gyrus, nerve tissue, Not Applicable, nucleus accumbens, occipital lobe, occipital visual cortex, olfactory neuroepithelium, orbitofrontal cortex, parahippocampal gyrus, parietal cortex, parietal lobe, plasma, posterior cingulate cortex, posteroinferior parietal cortex, posterior inferior parietal cortex, posterior superior temporal cortex, precentral gyrus, prefrontal cortex, primary auditory cortex, primary motor cortex, primary somatosensory cortex, primary tumor, primary visual cortex, putamen, right cerebral hemisphere, serum, splenocyte, striatum, subgenual anterior cingulate cortex, subgenual cingulate cortex, superior parietal lobe, superior temporal gyrus, temporal cortex, temporal lobe, temporal pole, thalamus, unspecified, ventricular zone, ventrolateral prefrontal cortex, VZ/SVZ, whole brain, Cerebellar Hemisphere, inferior Parietal Gyrus,occipital pole, Transentorhinal Cortex",,,True,ManifestColumn,,sage.annotations-experimentalData.tissue-0.0.11,,string,biospecimen
tissueWeight,Mass of tissue specimen in mg,,,,False,ManifestColumn,,sage.annotations-experimentalData.tissueWeight-0.0.2,,number,biospecimen
TMTType,Specifies how TMT reporter ions are quantified,,,,False,ManifestColumn,,sage.annotations-experimentalData.TMTType-0.0.2,,string,mass spectrometry
totalReads,Total number of sequencing reads from a library,,,,False,ManifestColumn,,sage.annotations-experimentalData.totalReads-0.0.2,,number,sequencing
transposaseBatch,Transposition reaction batch,,,,False,ManifestColumn,,sage.annotations-batch.transposaseBatch-0.0.2,,string,batch
treatmentDose,"Dose of treatment used, including units and timeframe",,,,False,ManifestColumn,,sage.annotations-neuro.treatmentDose-0.0.2,,string,experimentalData
treatmentType,,"haloperidol, levetiracetam, placebo, clozapine, control, cuprizone, Abeta42 oligomer, Abeta42 fibril, verubecestat",,,False,ManifestColumn,,sage.annotations-neuro.treatmentType-0.0.5,,string,experimentalData
validBarcodeReads,Fraction of reads with cell barcodes that match the whitelist,,,,False,ManifestColumn,,sage.annotations-qc.validBarcodeReads-0.0.2,,number,sequencing
validHiCContacts,Percentage of reads as valid Hi-C interactions (QC metric),,,,False,ManifestColumn,,sage.annotations-qc.validHiCContacts-0.0.2,,number,sequencing
vendor,Commercial or institutional source of a component used in an assay,,,,False,ManifestColumn,,sage.annotations-immunoAssays.vendor-0.0.2,,string,experimentalData
visitNumber,"For clinical trials or longitudinal studies, the visit number when the sample was collected",,,,False,ManifestColumn,,sage.annotations-experimentalData.visitNumber-0.0.2,,number,biospecimen
waterpH,pH of water fed to the animal,,,,False,ManifestColumn,,sage.annotations-neuro.waterpH-0.0.2,,number,MODEL-AD
WBVD,Whole brain vascular disease,"No, Yes, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.WBVD-0.0.2,string,,clinical
weight,For CLEAR AD. UDSV3 IVP Form B1 Physical Question 2 Numeric integer XXX (pounds). Use 888 for not assessed.,,,,False,ManifestColumn,,sage.annotations-demographics.height-0.0.2,,string,demographics
WMR, white matter rarefaction,"Absent, Mild, Moderate, Severe, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.WMR-0.0.2,string,,clinical
WMRCAL,White matter rarefaction (cerebral arteriosclerotic leukoencephalopathy). Simplified version to combine WMR (v10+ of NACC) and ART (LOAD Spanish cohort NACC <=v9 and more) ,"No, Yes, missing or unknown",,,False,ManifestColumn,,sage-annotations-clinical.WMRCAL-0.0.2,string,,clinical
yearsEducation,Years of education starting with kindergarten. For CLEAR AD UDSV3 IVP  Form A1. Subject Demographics Question 13. The highest level of education achieved if attempted level is not completed enter number of years completed. Example value of 13 would equal high school completed one year of college.,,,,False,ManifestColumn,,sage.annotations-demographics.yearsEducation-0.0.2,,number,demographics
assay_16SrRNAseq_metadata_template,SysBio 16SrRNAseq metadata template schema,,"Component, specimenID, assay, platform, dnaBatch, dnaExtractionMethod, libraryBatch, sequencingBatch, libraryPrep, readLength, runType, assayTarget",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.sixteenSrRNAseq,,,template
assay_ATACSeq_metadata_template,SysBio ATACseq metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, transposaseBatch, libraryBatch, libraryPreparationMethod, pcrCycles, sequencingBatch, isStranded, readStrandOrigin, readLength, runType, meanCoverage, meanGCContent",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.ATACSeq,,,template
assay_autorad_metadata_template,SysBio autoradiography metadata template schema,,"Component, individualID, scanID, platform, ageAssessment, ageAssessmentUnits",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.autorad,,,template
assay_bisulfiteSeq_metadata_template,SysBio bisulfiteSeq (aka WGBS) metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, dnaBatch, libraryBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, isStranded, readStrandOrigin, readLength, runType, totalReads, directionalBSseqLibrary, gDNAconc, lambdaDNAconc, pcrCycles, meanCoverage",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.bisulfiteSeq,,,template
assay_ChIPSeq_metadata_template,SysBio ChIPSeq metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, libraryBatch, libraryPreparationMethod, sequencingBatch, assayTarget, antibody, vendor, catalogNumber, lotNumber, antibodyAmount, antibodyAmountUnits, chromatinAmount, chromatinAmountUnits, isStranded, readStrandOrigin, readLength, runType, totalReads",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.ChIPSeq,,,template
assay_HIC_metadata_template,SysBio HI-C metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, libraryBatch, libraryPrep, libraryPreparationMethod, pcrCycles, sequencingBatch, readLength, runType, totalReads, validHiCContacts",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.HIC,,,template
assay_metabolomics_metadata_template,SysBio metabolomics metadata template schema,,"Component, specimenID, assay, batch, platform, platformLocation, ionMode, metaboliteType, batchSize, controlType, softwareName, spectrometerFrequency",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.metabolomics,,,template
assay_methylationArray_metadata_template,SysBio methylationArray metadata template schema,,"Component, specimenID, assay, platform, dnaBatch, arrayBatch, ratio260over280, ratio260over230, GQN, SentrixID, SentrixRowColumn",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.methylationArray,,,template
assay_MRI_metadata_template,SysBio MRI metadata template schema,,"Component, individualID, scanID, platform, MRItype, fieldStrength, contrastAgent, ageAssessment, ageAssessmentUnits",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.MRI,,,template
assay_nanostring_metadata_template,SysBio nanostring metadata template schema,,"Component, specimenID, assay, platform, RIN, rnaBatch, libraryBatch, nanostringBatch, libraryPrep, libraryPreparationMethod, geneRLF, bindingDensity",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.nanostring,,,template
assay_PET_metadata_template,SysBio PET metadata template schema,,"Component, individualID, scanID, ligand, platform, ageAssessment, ageAssessmentUnits",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.PET,,,template
assay_rnaArray_metadata_template,SysBio rnaArray metadata template schema,,"Component, specimenID, assay, RIN, platform, rnaBatch, arrayBatch",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.rnaArray,,,template
assay_rnaSeq_metadata_template,SysBio rnaSeq metadata template schema,,"Component, specimenID, libraryID, assay, platform, RIN, referenceSet, rnaBatch, libraryBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, libraryVersion, isStranded, readStrandOrigin, readLength, runType, totalReads, validBarcodeReads, DV200, inputTotalRNA, ribosomalDepletion,globinRemoval",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.rnaSeq,,,template
assay_scrnaSeq_metadata_template,SysBio scrnaSeq metadata template schema,,"Component, specimenID, libraryID, assay, platform, sampleBarcode, RIN, referenceSet, rnaBatch, libraryBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, libraryVersion, libraryType, isStranded, readStrandOrigin, readLength, runType, totalReads, validBarcodeReads, numberCells, medianGenes, medianUMIs",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.scrnaSeq,,,template
assay_snpArray_metadata_template,SysBio snpArray metadata template schema,,"Component, specimenID, assay, platform, dnaBatch, arrayBatch, ratio260over280, ratio260over230, GQN",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.snpArray,,,template
assay_spatialTranscriptomics_metadata_template,SysBio spatial transcriptomics metadata template schema,,"Component, individualID, biospecimenID, fileFormat, sequenceAnalysis, runID, captureArea, readIndicator, spatialRead1, spatialRead2, spatialLibraryConstructionMethod, samplePreparation, libraryPreparationDaysFromIndex, sequencingLibraryConstructionDaysFromIndex, endBias, reverseTranscriptionPrimer, sequencingPlatform, protocolLink, slideVersion, slideID, imageReorientation, permeabilizationOnTime, RIN, DV200, CDNALength, CDNAOffset, spatialBarcodeOffset, spatialBarcodeLength, UMIBarcodeOffset, UMIBarcodeLength, featureReferenceID, checkSum, UMITag, whitelistSpatialBarcodeFileLink, spatialBarcodeTag, appliedHardTrimming, alignedReadLength, workflowVersion, workflowLink, spotsUnderTissue, meanReadsPerSpatialSpot, medianNumberGenesPerSpatialSpot, sequencingSaturation, proportionReadsMapped, readsMappedToTranscriptome, medianUMICountsPerSpot",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.spatialTranscriptomics,,,template
assay_STARRSeq_metadata_template,SysBio STARRSeq metadata template schema,,"Component, specimenID, libraryID, assay, platform, RIN, dnaBatch, referenceSet, rnaBatch, libraryBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, libraryVersion, isStranded, readStrandOrigin, readLength, runType, totalReads, validBarcodeReads, numberCells, medianGenes, medianUMIs, ratio260over280, ratio260over230, GQN",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.STARRSeq,,,template
assay_TMTquantitation_metadata_template,SysBio TMTquantitation (aka proteomics) metadata template schema,,"Component, specimenID, assay, platform, controlType, batch, batchChannel, TMTType, fragmentation, resolution, multiconsensusStudyFileID",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.TMTquantitation,,,template
assay_wholeExomeSeq_metadata_template,SysBio wholeExomeSeq metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, dnaBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, readLength, runType, totalReads, ratio260over280, ratio260over230, GQN",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.wholeExomeSeq,,,template
assay_wholeGenomeSeq_metadata_template,SysBio wholeGenomeSeq (aka WGS) metadata template schema,,"Component, specimenID, libraryID, assay, platform, referenceSet, dnaBatch, sequencingBatch, libraryPrep, libraryPreparationMethod, readLength, runType, totalReads, numberCells, ratio260over280, ratio260over230, GQN",,False,ManifestTemplate,,sysbio.metadataTemplates-assay.wholeGenomeSeq,,,template
biospecimen_drosophila_metadata_template,SysBio drosophila biospecimen metadata template schema,,"Component, specimenID, bodyPart, tissueWeight, nucleicAcidSource, genotype, ageDays, nIndividuals, nMale, nFemale, temperature",,False,ManifestTemplate,,sysbio.metadataTemplates-biospecimen.drosophila,,,template
biospecimen_invitro_metadata_template,SysBio in vitro biospecimen metadata template schema,,"Component, individualID, specimenID, specimenIdSource, modelSystemType, sourceCell, cellType, reprogrammingMethod, differentiationMethod, passage, terminalDifferentiationPoint, samplingAge, samplingAgeUnits, treatmentType, nucleicAcidSource, assay",,False,ManifestTemplate,,sysbio.metadataTemplates-biospecimen.invitro,,,template
biospecimen_metadata_template,SysBio AD biospecimen metadata template schema,,"Component, individualID, specimenID, specimenIdSource, collectionMethod, freezeThawCycles, organ, tissue, isPostMortem, BrodmannArea, nucleicAcidSource, nucleicAcidType, cellType, samplingAge, samplingAgeUnits, sampleStatus, fastingState, visitNumber, assay, treatmentType, treatmentDose",,False,ManifestTemplate,,sysbio.metadataTemplates-ad.biospecimen,,,template
file_annotation_template,AD file annotation template schema,,"Component, Filename, individualID, specimenID, isMultiSpecimen, assay, fileFormat, consortium, study, grant, resourceType, dataType, dataSubtype, metadataType, analysisType, isModelSystem, chromosome",,False,ManifestTemplate,,sysbio.metadataTemplates-ad.manifest,,,template
individual_animal_metadata_template,SysBio individual animal metadata template schema,,"Component, individualID, individualIdSource, species, sexChromosome, dateBirth, dateDeath, sex, genotype, genotypeBackground, room, litter, matingID, treatmentDose, modelSystemName",,False,ManifestTemplate,,sysbio.metadataTemplates-individual.animal,,,template
individual_animal_MODEL-AD_metadata_template,individual animal metadata template schema for MODEL-AD Consortium,,"Component, individualID, climbID, microchipID, birthID, matingID, individualIdSource, materialOrigin, sex, species, generation, dateBirth, ageDeath, ageDeathUnits, brainWeight, rodentWeight, rodentDiet, bedding, room, waterpH, treatmentDose, treatmentType, stockNumber, genotype, genotypeBackground, modelSystemName, strainOfficialName",,False,ManifestTemplate,,sysbio.metadataTemplates-modelad.individual.animal,,,template
